order_date,order_id,customer_id,segment,channel,region,city,product_category,product_name,units,unit_price,discount_pct,revenue,cost,margin_value,payment_method
2025-07-09,O20244361,C12354,Enterprise,Online,Córdoba,Río Cuarto,Snacks,Barra Cereal,8,2.5,0.026,19.48,12.66,6.82,Transfer
2025-08-28,O20244739,C11164,Consumer,Online,LatAm,Montevideo,Verduras,Cebolla Kg,8,1.74,0.051,13.21,9.25,3.96,Wallet
2024-03-17,O20240630,C11860,SMB,Online,Mendoza,Mendoza,Snacks,Mix Frutos Secos,16,3.06,0.112,43.48,28.26,15.22,Cash
2025-04-18,O20243734,C11296,Consumer,Online,Rosario,Rosario,Lácteos,Leche 1L,19,1.14,0.002,21.62,16.86,4.76,Debit
2024-03-08,O20240559,C10018,SMB,Retail,LatAm,Lima,Lácteos,Queso Cremoso 500g,16,2.13,0.174,28.15,21.96,6.19,Credit
2025-05-23,O20243986,C12121,Enterprise,Online,LatAm,Montevideo,Bebidas,Gaseosa Cola,3,2.01,0.018,5.92,4.44,1.48,Credit
2024-08-06,O20241733,C12017,Consumer,Online,Córdoba,Río Cuarto,Suplementos,Creatina 300g,1,26.8,0.094,24.28,13.35,10.93,Credit
2024-05-26,O20241169,C11354,Consumer,Retail,LatAm,Montevideo,Snacks,Papas Clásicas,19,1.95,0.191,29.97,19.48,10.49,Cash
2024-04-28,O20240964,C13074,Consumer,Retail,Mendoza,San Rafael,Lácteos,Yogur 1L,19,1.38,0.0,26.22,20.45,5.77,Credit
2024-04-26,O20240946,C10470,Consumer,Online,LatAm,Montevideo,Lácteos,Yogur 1L,11,1.77,0.141,16.72,13.04,3.68,Cash
2024-06-14,O20241321,C12056,Consumer,Online,Santa Fe,Rafaela,Panificados,Pan Lacteado,13,2.05,0.07,24.78,16.6,8.18,Debit
2024-05-15,O20241089,C13436,Consumer,Retail,AMBA,GBA Sur,Bebidas,Agua 1.5L,5,1.66,0.057,7.83,5.87,1.96,Credit
2024-01-17,O20240128,C11074,Consumer,Online,Córdoba,Villa María,Panificados,Pan Integral,20,1.59,0.041,30.5,20.43,10.07,Transfer
2024-11-20,O20242547,C13311,Consumer,Wholesale,AMBA,GBA Oeste,Panificados,Pan Integral,20,1.35,0.003,26.92,18.04,8.88,Transfer
2025-09-17,O20244904,C12415,SMB,Online,Rosario,Rosario,Bebidas,Energética,5,1.08,0.139,4.65,3.49,1.16,Wallet
2024-09-05,O20241969,C11716,Consumer,Online,AMBA,CABA,Bebidas,Gaseosa Cola,3,1.08,0.042,3.1,2.32,0.78,Cash
2024-09-07,O20241984,C12027,Enterprise,Online,Rosario,Rosario,Panificados,Pan Lacteado,3,1.25,0.106,3.35,2.24,1.11,Debit
2024-07-14,O20241561,C11544,Consumer,Online,Rosario,Rosario,Lácteos,Yogur 1L,14,2.55,0.128,31.13,24.28,6.85,Debit
2025-03-15,O20243462,C11703,SMB,Online,Rosario,Rosario,Frutas,Uva Kg,17,1.28,0.098,19.63,14.13,5.5,Transfer
2024-06-09,O20241295,C13368,Consumer,Online,Córdoba,Río Cuarto,Verduras,Lechuga Unidad,19,2.75,0.021,51.15,35.81,15.34,Debit
2024-04-17,O20240878,C12511,Consumer,Online,Rosario,Rosario,Frutas,Uva Kg,7,2.19,0.123,13.44,9.68,3.76,Wallet
2024-11-07,O20242443,C11341,Enterprise,Online,Córdoba,Villa María,Lácteos,Yogur 1L,1,2.72,0.0,2.72,2.12,0.6,Transfer
2024-02-10,O20240326,C10283,Enterprise,Online,Santa Fe,Santa Fe,Frutas,Uva Kg,8,2.75,0.074,20.37,14.67,5.7,Cash
2024-03-15,O20240603,C10257,Consumer,Online,Mendoza,San Rafael,Lácteos,Queso Cremoso 500g,4,2.39,0.018,9.39,7.32,2.07,Debit
2025-05-05,O20243861,C10394,Enterprise,Wholesale,Santa Fe,Rafaela,Verduras,Zanahoria Kg,16,1.24,0.078,18.29,12.8,5.49,Credit
2025-05-23,O20243979,C11227,Enterprise,Wholesale,Córdoba,Villa María,Frutas,Uva Kg,18,1.34,0.118,21.27,15.31,5.96,Debit
2024-06-22,O20241384,C12744,Consumer,Retail,LatAm,Santiago,Panificados,Medialunas Docena,18,1.44,0.0,25.92,17.37,8.55,Debit
2024-06-03,O20241243,C11663,Consumer,Wholesale,AMBA,CABA,Suplementos,Multivitamínico,19,16.42,0.08,287.02,157.86,129.16,Wallet
2025-05-27,O20244016,C11509,Consumer,Wholesale,Córdoba,Córdoba,Frutas,Manzana Kg,2,2.14,0.169,3.56,2.56,1.0,Credit
2025-08-14,O20244625,C11741,SMB,Online,AMBA,GBA Norte,Verduras,Zanahoria Kg,1,1.45,0.097,1.31,0.92,0.39,Debit
2024-02-25,O20240471,C10332,Consumer,Online,LatAm,Montevideo,Panificados,Pan Integral,6,2.11,0.029,12.29,8.23,4.06,Wallet
2024-04-25,O20240938,C10922,Consumer,Online,Córdoba,Río Cuarto,Verduras,Cebolla Kg,6,2.6,0.0,15.6,10.92,4.68,Debit
2025-05-25,O20243999,C13412,SMB,Retail,Mendoza,Godoy Cruz,Snacks,Papas Onduladas,19,1.53,0.049,27.65,17.97,9.68,Credit
2024-09-09,O20242008,C12261,SMB,Retail,AMBA,GBA Oeste,Verduras,Zanahoria Kg,20,2.25,0.105,40.28,28.2,12.08,Transfer
2024-06-06,O20241266,C12086,Enterprise,Retail,Santa Fe,Santa Fe,Lácteos,Queso Cremoso 500g,20,1.55,0.0,31.0,24.18,6.82,Debit
2025-02-08,O20243176,C13175,Consumer,Retail,Córdoba,Río Cuarto,Bebidas,Jugo Naranja,14,2.05,0.149,24.42,18.32,6.1,Credit
2024-10-09,O20242246,C11901,Consumer,Online,AMBA,CABA,Suplementos,Creatina 300g,18,26.82,0.02,473.1,260.2,212.9,Debit
2024-04-19,O20240890,C12261,Enterprise,Online,Santa Fe,Rosario,Bebidas,Energética,8,1.19,0.093,8.63,6.47,2.16,Credit
2024-08-12,O20241780,C10213,SMB,Online,AMBA,GBA Oeste,Panificados,Pan Integral,16,1.3,0.102,18.68,12.52,6.16,Debit
2024-03-06,O20240541,C10126,Consumer,Online,Córdoba,Villa María,Panificados,Pan Integral,1,1.35,0.09,1.23,0.82,0.41,Credit
2024-08-19,O20241843,C11788,SMB,Retail,Mendoza,Godoy Cruz,Lácteos,Yogur 1L,7,2.73,0.144,16.36,12.76,3.6,Transfer
2024-05-25,O20241166,C12542,Consumer,Wholesale,Córdoba,Río Cuarto,Bebidas,Jugo Naranja,16,1.36,0.071,20.22,15.16,5.06,Credit
2024-05-20,O20241130,C11908,SMB,Wholesale,Rosario,Rosario,Snacks,Papas Onduladas,15,2.38,0.0,35.7,23.2,12.5,Credit
2024-10-14,O20242281,C11469,Consumer,Retail,AMBA,GBA Norte,Verduras,Lechuga Unidad,1,2.63,0.176,2.17,1.52,0.65,Debit
2024-09-24,O20242137,C10792,Consumer,Online,Santa Fe,Santa Fe,Verduras,Lechuga Unidad,5,1.24,0.075,5.74,4.02,1.72,Credit
2025-03-25,O20243551,C10735,Consumer,Online,AMBA,GBA Oeste,Bebidas,Jugo Naranja,10,1.62,0.1,14.58,10.94,3.64,Credit
2024-09-26,O20242148,C11214,Enterprise,Online,Santa Fe,Rafaela,Lácteos,Leche 1L,17,1.42,0.098,21.77,16.98,4.79,Credit
2025-04-01,O20243602,C11158,Consumer,Online,LatAm,Santiago,Snacks,Papas Clásicas,7,3.34,0.0,23.38,15.2,8.18,Debit
2025-06-11,O20244160,C12233,Consumer,Retail,Rosario,Rosario,Bebidas,Jugo Naranja,4,1.45,0.061,5.45,4.09,1.36,Credit
2025-04-18,O20243729,C10081,SMB,Retail,AMBA,GBA Oeste,Panificados,Medialunas Docena,1,1.14,0.116,1.01,0.68,0.33,Cash
2024-12-23,O20242794,C13496,Consumer,Online,LatAm,Montevideo,Suplementos,Multivitamínico,15,27.62,0.0,414.3,227.86,186.44,Debit
2024-07-17,O20241576,C12885,SMB,Online,LatAm,Montevideo,Verduras,Zanahoria Kg,12,2.32,0.013,27.48,19.24,8.24,Credit
2024-11-07,O20242450,C11109,SMB,Online,Santa Fe,Santa Fe,Panificados,Pan Integral,6,1.16,0.077,6.42,4.3,2.12,Transfer
2024-09-03,O20241949,C11625,Consumer,Retail,LatAm,Montevideo,Bebidas,Gaseosa Cola,14,1.88,0.054,24.9,18.68,6.22,Credit
2025-08-01,O20244548,C10265,Consumer,Online,AMBA,GBA Oeste,Panificados,Medialunas Docena,17,1.36,0.047,22.03,14.76,7.27,Wallet
2024-07-26,O20241638,C11357,SMB,Online,Córdoba,Villa María,Snacks,Papas Onduladas,13,2.53,0.104,29.47,19.16,10.31,Debit
2024-11-12,O20242479,C13402,SMB,Retail,AMBA,GBA Sur,Verduras,Tomate Kg,11,2.5,0.028,26.73,18.71,8.02,Cash
2024-11-15,O20242502,C11067,Consumer,Retail,Rosario,Rosario,Verduras,Tomate Kg,17,1.48,0.101,22.62,15.83,6.79,Credit
2024-11-03,O20242413,C11573,Enterprise,Retail,LatAm,Asunción,Lácteos,Yogur 1L,5,1.65,0.181,6.76,5.27,1.49,Debit
2024-07-03,O20241471,C10772,Consumer,Online,Córdoba,Río Cuarto,Frutas,Uva Kg,17,2.72,0.054,43.74,31.49,12.25,Credit
2024-05-29,O20241196,C11322,SMB,Online,Córdoba,Río Cuarto,Panificados,Pan Lacteado,18,1.32,0.095,21.5,14.4,7.1,Cash
2024-07-08,O20241509,C11888,Consumer,Online,Córdoba,Villa María,Bebidas,Gaseosa Cola,18,1.29,0.056,21.92,16.44,5.48,Credit
2025-06-06,O20244110,C10964,Consumer,Online,Mendoza,San Rafael,Panificados,Pan Lacteado,15,1.48,0.011,21.96,14.71,7.25,Credit
2025-04-15,O20243703,C11660,Consumer,Online,Santa Fe,Rosario,Bebidas,Jugo Naranja,17,1.16,0.069,18.36,13.77,4.59,Debit
2024-03-24,O20240680,C11105,Enterprise,Retail,AMBA,CABA,Frutas,Manzana Kg,20,3.09,0.117,54.57,39.29,15.28,Wallet
2025-01-14,O20242965,C12552,Consumer,Retail,Rosario,Rosario,Panificados,Pan Integral,1,1.58,0.164,1.32,0.88,0.44,Cash
2024-04-24,O20240926,C11850,Consumer,Retail,LatAm,Montevideo,Snacks,Mix Frutos Secos,3,2.97,0.0,8.91,5.79,3.12,Credit
2024-12-31,O20242851,C13475,Enterprise,Online,AMBA,GBA Sur,Panificados,Pan Lacteado,7,1.52,0.092,9.66,6.47,3.19,Cash
2024-08-17,O20241827,C11554,Consumer,Retail,Mendoza,San Rafael,Lácteos,Leche 1L,15,2.11,0.008,31.4,24.49,6.91,Credit
2025-07-25,O20244500,C12284,Consumer,Wholesale,Córdoba,Río Cuarto,Frutas,Uva Kg,9,1.32,0.0,11.88,8.55,3.33,Wallet
2024-04-16,O20240872,C12494,Enterprise,Online,Santa Fe,Santa Fe,Suplementos,Omega-3,12,24.64,0.088,269.66,148.31,121.35,Debit
2025-04-13,O20243690,C10106,Consumer,Retail,AMBA,GBA Oeste,Bebidas,Energética,17,2.0,0.129,29.61,22.21,7.4,Cash
2024-09-06,O20241972,C12999,Consumer,Online,AMBA,CABA,Verduras,Tomate Kg,4,1.64,0.092,5.96,4.17,1.79,Transfer
2025-01-06,O20242904,C10105,Enterprise,Retail,Santa Fe,Rosario,Lácteos,Leche 1L,14,2.43,0.051,32.28,25.18,7.1,Transfer
2025-08-20,O20244676,C11079,SMB,Online,LatAm,Montevideo,Frutas,Banana Kg,5,1.47,0.085,6.73,4.85,1.88,Wallet
2025-05-10,O20243894,C12335,Consumer,Online,Santa Fe,Rafaela,Verduras,Zanahoria Kg,2,1.75,0.014,3.45,2.42,1.03,Credit
2024-04-13,O20240846,C11548,Consumer,Retail,Rosario,Rosario,Verduras,Tomate Kg,10,1.23,0.111,10.93,7.65,3.28,Debit
2024-08-09,O20241754,C10331,Consumer,Online,Córdoba,Villa María,Bebidas,Gaseosa Cola,6,1.97,0.049,11.24,8.43,2.81,Credit
2025-05-25,O20244000,C11481,Consumer,Online,LatAm,Asunción,Frutas,Naranja Kg,12,3.06,0.104,32.9,23.69,9.21,Debit
2025-01-05,O20242889,C12025,Consumer,Online,LatAm,Montevideo,Verduras,Lechuga Unidad,9,2.13,0.155,16.2,11.34,4.86,Debit
2025-06-15,O20244190,C13242,Consumer,Online,AMBA,GBA Norte,Panificados,Medialunas Docena,5,1.94,0.0,9.7,6.5,3.2,Transfer
2024-04-27,O20240958,C10636,Consumer,Retail,AMBA,GBA Oeste,Snacks,Papas Onduladas,17,3.28,0.031,54.03,35.12,18.91,Cash
2025-05-24,O20243988,C10697,SMB,Retail,Córdoba,Córdoba,Panificados,Pan Integral,9,1.55,0.112,12.39,8.3,4.09,Debit
2024-09-10,O20242013,C13083,Consumer,Online,Córdoba,Córdoba,Verduras,Lechuga Unidad,17,2.06,0.094,31.73,22.21,9.52,Cash
2024-07-08,O20241515,C13215,Enterprise,Retail,LatAm,Montevideo,Verduras,Cebolla Kg,7,1.56,0.045,10.43,7.3,3.13,Credit
2024-06-02,O20241226,C11051,SMB,Retail,AMBA,GBA Oeste,Suplementos,Omega-3,2,29.32,0.138,50.55,27.8,22.75,Wallet
2025-08-24,O20244708,C10591,SMB,Retail,AMBA,GBA Oeste,Frutas,Banana Kg,15,1.4,0.143,18.0,12.96,5.04,Credit
2024-10-10,O20242256,C10404,SMB,Online,AMBA,CABA,Frutas,Naranja Kg,6,1.98,0.057,11.2,8.06,3.14,Transfer
2025-01-20,O20243020,C11465,SMB,Online,LatAm,Santiago,Snacks,Papas Clásicas,1,2.79,0.0,2.79,1.81,0.98,Credit
2025-07-28,O20244528,C11728,Consumer,Online,LatAm,Lima,Panificados,Pan Integral,16,1.62,0.101,23.3,15.61,7.69,Transfer
2025-07-16,O20244426,C12564,SMB,Online,AMBA,GBA Oeste,Verduras,Cebolla Kg,6,2.19,0.051,12.47,8.73,3.74,Credit
2025-03-16,O20243471,C11778,SMB,Online,AMBA,GBA Sur,Snacks,Papas Clásicas,18,3.28,0.116,52.19,33.92,18.27,Credit
2024-10-13,O20242273,C12242,Consumer,Online,LatAm,Santiago,Panificados,Medialunas Docena,8,1.38,0.087,10.08,6.75,3.33,Credit
2024-07-25,O20241635,C11564,SMB,Wholesale,Santa Fe,Rosario,Frutas,Uva Kg,19,2.47,0.054,44.4,31.97,12.43,Credit
2025-01-22,O20243040,C11564,Enterprise,Online,Mendoza,San Rafael,Panificados,Medialunas Docena,1,1.67,0.0,1.67,1.12,0.55,Transfer
2024-07-11,O20241532,C10987,Consumer,Online,Mendoza,Mendoza,Frutas,Manzana Kg,6,1.41,0.0,8.46,6.09,2.37,Credit
2025-05-23,O20243984,C12586,Enterprise,Online,Córdoba,Córdoba,Lácteos,Leche 1L,19,1.96,0.0,37.24,29.05,8.19,Credit
2024-08-09,O20241756,C10550,Consumer,Retail,Santa Fe,Rafaela,Frutas,Naranja Kg,15,2.47,0.112,32.9,23.69,9.21,Credit
2024-02-02,O20240249,C11281,Consumer,Online,LatAm,Santiago,Panificados,Pan Lacteado,18,1.8,0.058,30.52,20.45,10.07,Credit
2024-02-18,O20240405,C10560,Enterprise,Retail,Rosario,Rosario,Snacks,Papas Clásicas,16,3.31,0.056,49.99,32.49,17.5,Credit
2024-10-20,O20242328,C11004,Consumer,Retail,Córdoba,Río Cuarto,Lácteos,Leche 1L,11,2.13,0.029,22.75,17.75,5.0,Credit
2025-02-07,O20243163,C11903,Consumer,Retail,LatAm,Santiago,Frutas,Uva Kg,5,1.58,0.068,7.36,5.3,2.06,Credit
2024-11-24,O20242577,C10966,SMB,Online,AMBA,GBA Sur,Verduras,Cebolla Kg,7,2.42,0.019,16.62,11.63,4.99,Credit
2025-02-15,O20243238,C12286,Consumer,Retail,Córdoba,Córdoba,Lácteos,Queso Cremoso 500g,20,2.94,0.0,58.8,45.86,12.94,Credit
2025-06-04,O20244091,C10687,SMB,Online,Córdoba,Río Cuarto,Snacks,Papas Onduladas,5,2.96,0.118,13.05,8.48,4.57,Transfer
2025-07-29,O20244535,C11914,Consumer,Online,Rosario,Rosario,Suplementos,Multivitamínico,9,10.91,0.058,92.49,50.87,41.62,Cash
2025-09-01,O20244770,C11462,Consumer,Online,Mendoza,San Rafael,Panificados,Pan Integral,5,1.34,0.089,6.1,4.09,2.01,Cash
2024-09-10,O20242022,C12694,Consumer,Online,Córdoba,Córdoba,Suplementos,Omega-3,11,15.58,0.029,166.41,91.53,74.88,Cash
2025-07-04,O20244327,C12862,Consumer,Retail,AMBA,GBA Oeste,Bebidas,Agua 1.5L,11,1.1,0.094,10.96,8.22,2.74,Cash
2025-06-18,O20244206,C11779,SMB,Retail,AMBA,GBA Sur,Verduras,Cebolla Kg,19,1.58,0.06,28.22,19.75,8.47,Debit
2024-01-22,O20240167,C10342,Consumer,Online,Santa Fe,Rafaela,Panificados,Pan Integral,8,1.17,0.007,9.29,6.22,3.07,Debit
2024-11-24,O20242579,C12058,Consumer,Online,AMBA,GBA Sur,Bebidas,Jugo Naranja,19,1.13,0.169,17.84,13.38,4.46,Wallet
2024-05-09,O20241040,C11280,Consumer,Online,AMBA,GBA Norte,Panificados,Medialunas Docena,20,1.57,0.064,29.39,19.69,9.7,Transfer
2025-01-13,O20242955,C12621,Consumer,Retail,LatAm,Lima,Bebidas,Agua 1.5L,18,1.79,0.103,28.9,21.68,7.22,Credit
2025-08-27,O20244729,C11045,Consumer,Online,LatAm,Asunción,Panificados,Medialunas Docena,7,1.93,0.118,11.92,7.99,3.93,Debit
2025-02-13,O20243214,C13227,SMB,Online,Mendoza,Mendoza,Suplementos,Creatina 300g,9,27.27,0.0,245.43,134.99,110.44,Debit
2024-07-16,O20241573,C12178,Consumer,Online,Santa Fe,Rafaela,Panificados,Pan Integral,7,1.76,0.021,12.06,8.08,3.98,Credit
2024-11-22,O20242564,C10292,Consumer,Retail,LatAm,Lima,Lácteos,Yogur 1L,13,2.57,0.0,33.41,26.06,7.35,Credit
2025-02-27,O20243333,C12768,SMB,Online,Santa Fe,Santa Fe,Frutas,Uva Kg,6,2.24,0.013,13.27,9.55,3.72,Transfer
2024-06-25,O20241409,C12399,SMB,Online,Rosario,Rosario,Bebidas,Agua 1.5L,16,1.58,0.015,24.9,18.68,6.22,Transfer
2024-12-12,O20242708,C12160,Consumer,Retail,AMBA,GBA Norte,Verduras,Cebolla Kg,1,1.74,0.074,1.61,1.13,0.48,Cash
2025-06-28,O20244284,C11062,Consumer,Online,LatAm,Santiago,Snacks,Mix Frutos Secos,7,2.1,0.112,13.05,8.48,4.57,Credit
2024-10-02,O20242197,C12304,SMB,Retail,Santa Fe,Rosario,Frutas,Manzana Kg,20,1.55,0.003,30.91,22.26,8.65,Wallet
2024-11-10,O20242468,C11813,Consumer,Retail,Mendoza,Godoy Cruz,Verduras,Lechuga Unidad,7,2.74,0.154,16.23,11.36,4.87,Credit
2024-03-30,O20240729,C12665,Consumer,Retail,AMBA,CABA,Snacks,Papas Onduladas,15,2.68,0.085,36.78,23.91,12.87,Debit
2024-08-07,O20241736,C12734,Consumer,Retail,AMBA,GBA Sur,Bebidas,Gaseosa Cola,7,1.8,0.071,11.71,8.78,2.93,Transfer
2025-04-02,O20243609,C11181,SMB,Online,Mendoza,Mendoza,Panificados,Pan Lacteado,7,1.27,0.117,7.85,5.26,2.59,Credit
2024-06-05,O20241252,C12115,SMB,Online,LatAm,Asunción,Panificados,Pan Lacteado,5,1.51,0.073,7.0,4.69,2.31,Credit
2025-08-31,O20244765,C11331,Consumer,Online,AMBA,GBA Oeste,Verduras,Lechuga Unidad,5,2.28,0.0,11.4,7.98,3.42,Credit
2024-06-27,O20241428,C10396,SMB,Retail,AMBA,GBA Oeste,Snacks,Papas Onduladas,4,2.44,0.101,8.77,5.7,3.07,Credit
2025-06-29,O20244289,C12247,Consumer,Online,Santa Fe,Rosario,Verduras,Lechuga Unidad,8,1.21,0.0,9.68,6.78,2.9,Transfer
2024-04-06,O20240784,C11075,SMB,Online,Mendoza,Mendoza,Lácteos,Yogur 1L,6,1.12,0.099,6.05,4.72,1.33,Debit
2025-03-27,O20243569,C12234,Consumer,Online,Santa Fe,Santa Fe,Snacks,Mix Frutos Secos,5,3.11,0.117,13.73,8.92,4.81,Transfer
2024-03-14,O20240597,C10314,SMB,Online,Córdoba,Córdoba,Suplementos,Multivitamínico,2,14.91,0.04,28.63,15.75,12.88,Wallet
2025-07-09,O20244364,C10439,SMB,Retail,AMBA,GBA Oeste,Verduras,Cebolla Kg,10,2.29,0.132,19.88,13.92,5.96,Debit
2025-02-27,O20243335,C10042,SMB,Wholesale,AMBA,GBA Sur,Verduras,Tomate Kg,9,1.29,0.073,10.76,7.53,3.23,Credit
2024-02-03,O20240269,C12892,Consumer,Online,LatAm,Montevideo,Verduras,Zanahoria Kg,11,1.62,0.134,15.43,10.8,4.63,Debit
2025-08-15,O20244642,C13367,Consumer,Online,Mendoza,Mendoza,Panificados,Pan Integral,3,1.13,0.087,3.1,2.08,1.02,Credit
2025-04-18,O20243730,C10491,Enterprise,Online,Santa Fe,Rosario,Panificados,Pan Integral,14,1.19,0.022,16.29,10.91,5.38,Transfer
2024-08-24,O20241878,C12273,Consumer,Wholesale,Córdoba,Córdoba,Snacks,Papas Onduladas,18,2.78,0.063,46.89,30.48,16.41,Debit
2025-04-24,O20243774,C10358,SMB,Online,Rosario,Rosario,Bebidas,Agua 1.5L,3,1.96,0.0,5.88,4.41,1.47,Credit
2025-01-19,O20243016,C13041,Enterprise,Retail,AMBA,CABA,Verduras,Cebolla Kg,20,2.35,0.071,43.66,30.56,13.1,Credit
2024-09-23,O20242125,C11313,Consumer,Online,AMBA,GBA Oeste,Suplementos,Multivitamínico,4,11.78,0.078,43.44,23.89,19.55,Transfer
2024-03-09,O20240564,C13497,Enterprise,Online,LatAm,Lima,Bebidas,Energética,10,1.59,0.071,14.77,11.08,3.69,Credit
2024-05-10,O20241049,C13382,SMB,Online,LatAm,Lima,Panificados,Pan Lacteado,4,2.13,0.081,7.83,5.25,2.58,Transfer
2024-07-21,O20241612,C11197,Consumer,Online,AMBA,GBA Sur,Lácteos,Queso Cremoso 500g,7,1.26,0.095,7.98,6.22,1.76,Debit
2024-12-06,O20242661,C11462,Consumer,Retail,Córdoba,Río Cuarto,Lácteos,Yogur 1L,20,1.52,0.145,25.99,20.27,5.72,Debit
2024-02-07,O20240301,C11959,SMB,Retail,Rosario,Rosario,Snacks,Barra Cereal,5,3.17,0.147,13.52,8.79,4.73,Credit
2024-01-23,O20240177,C12734,SMB,Wholesale,Santa Fe,Santa Fe,Panificados,Medialunas Docena,20,1.48,0.078,27.29,18.28,9.01,Credit
2024-11-18,O20242537,C10322,SMB,Retail,Córdoba,Villa María,Suplementos,Creatina 300g,5,12.81,0.003,63.86,35.12,28.74,Cash
2024-02-26,O20240474,C10044,Consumer,Online,AMBA,CABA,Lácteos,Leche 1L,4,1.47,0.013,5.8,4.52,1.28,Credit
2024-02-22,O20240447,C13064,Consumer,Retail,Mendoza,Godoy Cruz,Verduras,Tomate Kg,20,1.63,0.13,28.36,19.85,8.51,Wallet
2025-06-26,O20244272,C12503,SMB,Online,Rosario,Rosario,Snacks,Barra Cereal,16,3.24,0.008,51.43,33.43,18.0,Credit
2024-12-18,O20242755,C11209,Consumer,Wholesale,Córdoba,Río Cuarto,Frutas,Uva Kg,16,1.83,0.062,27.46,19.77,7.69,Credit
2025-09-06,O20244811,C12577,Consumer,Retail,Mendoza,San Rafael,Bebidas,Agua 1.5L,13,1.63,0.042,20.3,15.22,5.08,Credit
2025-07-08,O20244357,C12397,Consumer,Retail,LatAm,Montevideo,Frutas,Uva Kg,13,2.58,0.027,32.63,23.49,9.14,Credit
2025-09-11,O20244868,C11391,Consumer,Retail,Santa Fe,Santa Fe,Lácteos,Queso Cremoso 500g,5,1.53,0.098,6.9,5.38,1.52,Transfer
2024-11-07,O20242445,C11415,Consumer,Retail,Córdoba,Córdoba,Suplementos,Omega-3,18,29.31,0.175,435.25,239.39,195.86,Credit
2024-12-25,O20242811,C11079,Consumer,Wholesale,Rosario,Rosario,Frutas,Naranja Kg,12,1.64,0.022,19.25,13.86,5.39,Debit
2025-02-24,O20243308,C12587,Consumer,Retail,Santa Fe,Rafaela,Frutas,Manzana Kg,10,2.95,0.114,26.14,18.82,7.32,Credit
2024-01-06,O20240036,C11641,Consumer,Retail,Santa Fe,Rafaela,Bebidas,Agua 1.5L,13,1.9,0.0,24.7,18.52,6.18,Credit
2024-08-11,O20241769,C13455,SMB,Wholesale,Mendoza,San Rafael,Verduras,Zanahoria Kg,2,1.45,0.078,2.67,1.87,0.8,Credit
2025-05-29,O20244047,C11620,Consumer,Online,LatAm,Santiago,Suplementos,Omega-3,17,30.21,0.0,513.57,282.46,231.11,Cash
2025-02-05,O20243150,C11177,Consumer,Online,Rosario,Rosario,Frutas,Naranja Kg,8,1.54,0.09,11.21,8.07,3.14,Wallet
2024-11-04,O20242416,C10616,Enterprise,Retail,AMBA,GBA Norte,Suplementos,Omega-3,12,14.08,0.038,162.54,89.4,73.14,Credit
2025-03-07,O20243412,C12542,SMB,Retail,Córdoba,Villa María,Frutas,Uva Kg,17,1.6,0.048,25.89,18.64,7.25,Debit
2024-01-26,O20240195,C10176,Consumer,Online,Mendoza,Mendoza,Bebidas,Agua 1.5L,13,1.17,0.042,14.57,10.93,3.64,Debit
2024-02-09,O20240315,C13480,Consumer,Online,AMBA,GBA Norte,Panificados,Pan Integral,9,1.47,0.222,10.29,6.89,3.4,Credit
2025-09-07,O20244826,C10024,SMB,Retail,LatAm,Santiago,Lácteos,Yogur 1L,20,2.94,0.138,50.69,39.54,11.15,Credit
2025-06-08,O20244135,C10671,Consumer,Online,Rosario,Rosario,Bebidas,Energética,9,1.92,0.146,14.76,11.07,3.69,Credit
2025-07-17,O20244435,C12041,SMB,Retail,Córdoba,Río Cuarto,Bebidas,Energética,15,1.51,0.127,19.77,14.83,4.94,Wallet
2025-09-20,O20244928,C10879,Consumer,Online,Mendoza,San Rafael,Panificados,Pan Lacteado,1,2.01,0.072,1.87,1.25,0.62,Credit
2025-03-06,O20243401,C11199,SMB,Retail,AMBA,GBA Oeste,Frutas,Manzana Kg,10,1.3,0.039,12.49,8.99,3.5,Credit
2025-01-10,O20242933,C13238,Consumer,Retail,AMBA,GBA Oeste,Suplementos,Multivitamínico,20,31.69,0.0,633.8,348.59,285.21,Transfer
2024-10-19,O20242311,C10191,Consumer,Online,LatAm,Santiago,Bebidas,Jugo Naranja,10,1.46,0.071,13.56,10.17,3.39,Debit
2025-03-11,O20243439,C10328,Enterprise,Retail,Córdoba,Córdoba,Verduras,Lechuga Unidad,13,2.48,0.0,32.24,22.57,9.67,Debit
2024-07-15,O20241565,C12968,Consumer,Retail,LatAm,Asunción,Panificados,Pan Integral,1,1.08,0.033,1.04,0.7,0.34,Debit
2025-01-16,O20242985,C13113,Consumer,Online,Mendoza,Godoy Cruz,Frutas,Uva Kg,4,1.82,0.064,6.81,4.9,1.91,Cash
2024-06-03,O20241237,C11752,Consumer,Online,AMBA,CABA,Panificados,Pan Lacteado,20,1.6,0.072,29.7,19.9,9.8,Debit
2025-01-08,O20242922,C11915,SMB,Wholesale,LatAm,Lima,Panificados,Pan Lacteado,6,1.45,0.0,8.7,5.83,2.87,Credit
2024-03-15,O20240607,C11042,Consumer,Retail,Santa Fe,Rosario,Panificados,Pan Integral,18,1.1,0.0,19.8,13.27,6.53,Credit
2025-04-25,O20243778,C11712,Consumer,Online,LatAm,Lima,Frutas,Naranja Kg,18,1.87,0.075,31.14,22.42,8.72,Debit
2024-07-02,O20241469,C10280,SMB,Online,Mendoza,Godoy Cruz,Verduras,Lechuga Unidad,15,2.26,0.0,33.9,23.73,10.17,Wallet
